statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0431,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,18,0.75 constant justification,Q_{\rm R2Q}(J)>\frac34,theorem_or_unspecified,True,False
S0432,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,50,0.75 constant justification,Q_{\Delta D}(J)>\frac34,theorem_or_unspecified,True,False
S0433,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,69,FullFCL threshold statement,\mathsf{FullFCL}_{v2}.,theorem_or_unspecified,True,False
S0434,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,77,FullFCL threshold statement,"\text{FullFCL is empirically reclosed with primitive-backed support, not yet analytically proved from first principles.}",theorem_or_unspecified,True,False
S0435,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,83,FullFCL threshold statement,## 2. What Changed Since FullFCL Closure v1,theorem_or_unspecified,True,False
S0436,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,85,FullFCL threshold statement,The v1 FullFCL closure already had the logical chain:,theorem_or_unspecified,True,False
S0437,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,96,FullFCL threshold statement,\mathsf{FullFCL}.,theorem_or_unspecified,True,False
S0438,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,103,certificate result statement,1. RawR2Q primitive export was completed for all audited rows.,candidate_set,True,False
S0439,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,109,continuous/discrete scope statement,3. EndpointMotion PositiveCap and NegativeThreshold were isolated.,theorem_or_unspecified,True,False
S0440,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,115,FullFCL threshold statement,Thus FullFCL now imports a more transparent R2Q coordinate interface.,theorem_or_unspecified,True,False
S0441,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,119,FullFCL threshold statement,## 3. Updated FullFCL v2 Chain,theorem_or_unspecified,True,False
S0442,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,124,FullFCL threshold statement,\mathsf{CandidateReduction},candidate_set,True,False
S0443,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,124,continuous/discrete scope statement,\mathsf{CandidateReduction},candidate_set,True,False
S0444,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,126,FullFCL threshold statement,\mathsf{AdmissibleBlockSystem},theorem_or_unspecified,True,False
S0445,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,136,continuous/discrete scope statement,\mathsf{EndpointMotionThresholdCap},theorem_or_unspecified,True,False
S0446,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,166,subthreshold non-obstruction statement,\text{subthreshold rows are non-surviving / harmless / repaid / finite-certified}.,theorem_or_unspecified,True,False
S0447,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,187,FullFCL threshold statement,\mathsf{FullFCL}_{v2}.,theorem_or_unspecified,True,False
S0448,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,195,FullFCL threshold statement,### Theorem FullFCL v2 — Target,theorem_or_unspecified,True,False
S0449,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,199,FullFCL threshold statement,1. CandidateReduction;,candidate_set,True,False
S0450,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,199,continuous/discrete scope statement,1. CandidateReduction;,candidate_set,True,False
S0451,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,200,FullFCL threshold statement,2. SR10/B2 AdmissibleBlockSystem;,theorem_or_unspecified,True,False
S0452,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,201,FullFCL threshold statement,3. FCL-FrontEnd endpoint extraction;,theorem_or_unspecified,True,False
S0453,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,201,continuous/discrete scope statement,3. FCL-FrontEnd endpoint extraction;,theorem_or_unspecified,True,False
S0454,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,238,FullFCL threshold statement,"By CandidateReduction and the admissible BlockSystem, there is a controlling selected block:",candidate_set,True,False
S0455,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,238,continuous/discrete scope statement,"By CandidateReduction and the admissible BlockSystem, there is a controlling selected block:",candidate_set,True,False
S0456,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,244,continuous/discrete scope statement,with endpoint-compatible sign extraction:,theorem_or_unspecified,True,False
S0457,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,258,threshold relevance definition,Now split by threshold relevance.,theorem_or_unspecified,True,False
S0458,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,260,subthreshold non-obstruction statement,### Case 1 — Subthreshold row,theorem_or_unspecified,True,False
S0459,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,265,0.75 constant justification,"Q_{\rm R2Q}(J)\le\frac34,",theorem_or_unspecified,True,False
S0460,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,274,subthreshold non-obstruction statement,"is harmless, repaid, finite-certified, or non-surviving.",theorem_or_unspecified,True,False
S0461,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,276,first-crossing obstruction definition,Thus it cannot support a surviving first crossing.,theorem_or_unspecified,True,False
S0462,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,280,threshold relevance definition,### Case 2 — Threshold-relevant row,theorem_or_unspecified,True,False
S0463,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,285,0.75 constant justification,"Q_{\rm R2Q}(J)>\frac34,",theorem_or_unspecified,True,False
S0464,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,306,first-crossing obstruction definition,is locally repaid or cannot accumulate into a surviving tail obstruction.,theorem_or_unspecified,True,False
S0465,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,331,0.75 constant justification,Q_{\Delta D}>\frac34,theorem_or_unspecified,True,False
S0466,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,352,threshold relevance definition,and why threshold-relevant R2Q rows occur only on the negative theta side.,theorem_or_unspecified,True,False
S0467,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,396,certificate result statement,## 8. Empirical Closure Status,theorem_or_unspecified,True,False
S0468,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,398,certificate result statement,The following are empirically closed in the audited inventory:,candidate_set,True,False
S0469,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,402,continuous/discrete scope statement,| Partial/Full endpoint compatibility | closed empirically |,theorem_or_unspecified,True,False
S0470,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,404,continuous/discrete scope statement,| EndpointMotion PositiveCap | closed empirically |,theorem_or_unspecified,True,False
S0471,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,405,continuous/discrete scope statement,| EndpointMotion NegativeThreshold | closed empirically |,theorem_or_unspecified,True,False
S0472,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,415,FullFCL threshold statement,| FullFCL above \(P_0\) | reclosed empirically |,theorem_or_unspecified,True,False
S0473,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,427,continuous/discrete scope statement,3. EndpointMotion PositiveCap and NegativeThreshold hold analytically.,theorem_or_unspecified,True,False
S0474,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,450,FullFCL threshold statement,\text{update the global theta-envelope closure using FullFCL v2 plus the finite theta certificate.},theorem_or_unspecified,True,False
S0475,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,450,certificate result statement,\text{update the global theta-envelope closure using FullFCL v2 plus the finite theta certificate.},theorem_or_unspecified,True,False
S0476,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,13,FullFCL threshold statement,- FullFCL found: `True`; v5-compatible as-is: `False`.,theorem_or_unspecified,True,False
S0477,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,18,direct threshold sign compatibility,- Uses updated direct threshold sign: `True`.,theorem_or_unspecified,True,False
S0478,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,27,certificate result statement,| `Prime_Mesh_R2Q_FiniteCertificate_Index_v1.md` | `finite_certificate_support` | False | False | False | True | True | Records finite/certificate coverage and states global bridge remains open. |,theorem_or_unspecified,True,False
S0479,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,28,certificate result statement,| `Prime_Mesh_R2Q_FiniteThetaEnvelope_Certificate_Spec_v1.md` | `finite_theta_certificate` | False | True | False | False | False | Finite theta envelope certificate/support. |,theorem_or_unspecified,True,False
S0480,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,29,certificate result statement,| `Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md` | `finite_theta_certificate` | False | True | False | False | False | Finite theta envelope certificate/support. |,theorem_or_unspecified,True,False
S0481,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,30,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Closure_Update_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0482,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,31,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0483,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,32,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0484,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,33,threshold relevance definition,| `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Closure_Update_v1.md` | `empirical_localization_support` | True | False | False | False | False | Empirical threshold relevance passes; theorem-facing contrapositive is local. |,theorem_or_unspecified,True,False
S0485,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,34,threshold relevance definition,| `Prime_Mesh_R2Q_FirstCrossing_ThresholdRelevance_Proof_Target_v1.md` | `empirical_localization_support` | True | True | False | False | False | Empirical threshold relevance passes; theorem-facing contrapositive is local. |,theorem_or_unspecified,True,False
S0486,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,35,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0487,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,35,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0488,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,36,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `candidate` | True | True | True | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0489,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,36,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `candidate` | True | True | True | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0490,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,37,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0491,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,37,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0492,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,threshold relevance definition,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0493,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,first-crossing obstruction definition,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0494,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,Q_R2Q threshold meaning,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0495,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,0.75 constant justification,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0496,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,Q_R2Q threshold meaning,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0497,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,0.75 constant justification,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0498,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,direct threshold sign compatibility,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0499,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,47,FullFCL threshold statement,"`GlobalThetaEnvelope_Reclosure_Update_v2` states a conditional theta envelope from `FullFCL_v2 + FiniteThetaEnvelope`, with finite constant `1.9233607946440099`.",theorem_or_unspecified,True,False
S0500,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,51,FullFCL threshold statement,## 6. FullFCL Review,theorem_or_unspecified,True,False
S0501,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,53,FullFCL threshold statement,"`FullFCL_Reclosure_Update_v2` is present and empirically reclosed, but explicitly says it is not yet analytically proved from first principles. It is still organized around older `Q_delta_D` sign-bridge components, so the final GlobalBridge theorem should state the v5 direct-sign interface explicitly.",theorem_or_unspecified,True,False
