candidate_id,block_id,E_theta,E_theta_sign,DeltaD,DeltaD_sign,Q_delta_D,Q_R2Q,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,row_status
hexc_00811,812,16.230581488677487,positive,-16.90723142367733,negative,0.056947233277529125,0.0587260679523749,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00812,813,16.51422679688131,positive,-17.190876731881417,negative,0.05604231769908596,0.0577659682430466,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00813,814,15.68569565149813,positive,-16.362345586498122,negative,0.05877016710626634,0.0603442256773584,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00814,815,18.005318862937354,positive,-18.68196879793686,negative,0.05172164410513038,0.0538741721336456,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00815,816,14.055273100219722,positive,-14.73192303521978,negative,0.06499533183227411,0.0663843003850636,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00816,817,16.24309722587281,positive,-16.919747160872703,negative,0.0569066886216616,0.0585321383384456,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00817,818,16.25014526245346,positive,-16.92679519745343,negative,0.056883881939324976,0.0594310936382445,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00818,819,12.98588520039138,positive,-13.662535135391408,negative,0.06984758157707449,0.0716117424653728,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00819,820,16.3390533223024,positive,-17.015703257302448,negative,0.05659774639140779,0.0579569097919857,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00820,821,18.0050228108104,positive,-18.68167274581083,negative,0.05172243585746825,0.0529985614028999,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00821,822,18.00626203992625,positive,-18.682911974926355,negative,0.051719121864339364,0.0536815582664552,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00822,823,16.230150548211164,positive,-16.9068004832111,negative,0.056948630335114055,0.0593466964714865,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00823,824,18.00509636102991,positive,-18.68174629602981,negative,0.05172223915485087,0.0535472114495682,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00824,825,18.005187541520904,positive,-18.68183747652074,negative,0.05172199530393497,0.0534232251378626,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00825,826,19.22042604305725,positive,-19.89707597805864,negative,0.048664095363236896,0.0501523170498039,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00826,827,16.25010554545384,positive,-16.926755480454176,negative,0.05688401040803368,0.0593598199872785,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00827,828,16.2284848850314,positive,-16.90513482003098,negative,0.05695403086076255,0.0592740371209023,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00828,829,13.225691860656145,positive,-13.902341795656184,negative,0.06869753705589747,0.069946484813987,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00829,830,17.503116337159607,positive,-18.179766272160123,negative,0.05310049096345917,0.0539425138851413,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00830,831,17.502552660679388,positive,-18.17920259567927,negative,0.0531020798854151,0.0537885048618473,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00831,832,18.0050205474694,positive,-18.6816704824696,negative,0.0517224419105677,0.0536472988717289,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00832,833,18.049020689941184,positive,-18.725670624940904,negative,0.0516050345415085,0.0533469583478093,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00833,834,14.05078811520061,positive,-14.72743805020059,negative,0.06501427456122384,0.0667417119043933,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00834,835,16.243412932524684,positive,-16.920062867524393,negative,0.056905666638070916,0.0585590592521217,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00835,836,12.989088164268896,positive,-13.66573809926888,negative,0.06983196756813159,0.0738165199461072,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00836,837,16.242219111414734,positive,-16.918869046414784,negative,0.056909531385620576,0.0575277906754467,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00837,838,16.25079669266773,positive,-16.92744662766745,negative,0.05688177490428132,0.0583320902109802,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00838,839,17.513315630166108,positive,-18.18996556516595,negative,0.05307175705281212,0.0544823672840614,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00839,840,14.007360273707592,positive,-14.684010208707605,negative,0.06519826828304924,0.0681897010081382,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00840,841,17.51090920640216,positive,-18.187559141401834,negative,0.053078533736513826,0.0545916136692518,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00841,842,18.003722999701044,positive,-18.68037293470116,negative,0.05172591231748157,0.0529334073685359,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00842,843,13.233185488555364,positive,-13.909835423555364,negative,0.06866220928877309,0.0720703082374865,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00843,844,14.776817705393524,positive,-15.453467640393455,negative,0.06208506385486241,0.0639845617092927,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00844,845,16.243658521409802,positive,-16.920308456409657,negative,0.05690487166020727,0.0584555384497958,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00845,846,13.22787911566918,positive,-13.904529050669224,negative,0.06868722176278803,0.0698496571702368,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00846,847,15.683080940142546,positive,-16.359730875142304,negative,0.05877919600234784,0.0602853522506817,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00847,848,18.049341567347508,positive,-18.725991502347824,negative,0.05160418028837243,0.0535126337722001,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00848,849,16.230136603498202,positive,-16.90678653849818,negative,0.056948675543354636,0.0584289519707461,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00849,850,16.230591876831177,positive,-16.907241811830772,negative,0.05694719960121899,0.0588391093536454,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00850,851,17.51269815399019,positive,-18.1893480889903,negative,0.05307349575061064,0.0552138610279271,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00851,852,16.52519284978146,positive,-17.201842784781547,negative,0.05600790947900973,0.0581785538517203,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00852,853,17.5025503940575,positive,-18.17920032905749,negative,0.053102086274884504,0.0552671935291183,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00853,854,17.51346084398428,positive,-18.19011077898449,negative,0.053071348174313075,0.0547359397556698,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00854,855,15.682854249089136,positive,-16.35950418408902,negative,0.05877997892300748,0.0613662107477397,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00855,856,15.372413708270248,positive,-16.0490636432703,negative,0.05987207074757188,0.0616168261681965,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00856,857,19.220263205294494,positive,-19.89691314029551,negative,0.04866448089588606,0.0492150762316946,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00857,858,18.005032388142443,positive,-18.681682323142013,negative,0.05172241024377623,0.0535747962963188,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00858,859,13.226970328790664,positive,-13.903620263790684,negative,0.06869150730819647,0.0709615737150018,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00859,860,14.77595584395884,positive,-15.452605778958969,negative,0.062088384670358654,0.0636864195243564,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00860,861,16.23001938128946,positive,-16.90666931628948,negative,0.05694905557622953,0.0584739115607995,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00861,862,16.495379009667914,positive,-17.172028944668,negative,0.05610155530698658,0.0577647807069204,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00862,863,17.513500707558627,positive,-18.190150642558365,negative,0.053071235931560254,0.0547346133640878,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00863,864,15.367320352836725,positive,-16.043970287836828,negative,0.05989032687099888,0.061618925562123,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00864,865,16.337865039683184,positive,-17.014514974683152,negative,0.05660155170411339,0.0578379832097438,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00865,866,16.250308498230464,positive,-16.926958433230084,negative,0.05688335394255746,0.0595441933396197,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00866,867,16.243086187645382,positive,-16.91973612264519,negative,0.05690672435450644,0.0578221710482515,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00867,868,11.791542740365744,positive,-12.468192675365742,negative,0.0762004704130229,0.0770398696559618,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00868,869,16.323732300326082,positive,-17.000382235326015,negative,0.05664684912068295,0.0589455636856937,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00869,870,19.220518285850886,positive,-19.89716822085211,negative,0.0486638769730617,0.0491519986144946,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00870,871,16.33955248494445,positive,-17.01620241994442,negative,0.05659614804380738,0.0589072212043223,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00871,872,19.22021915692486,positive,-19.8968690919246,negative,0.048664585185301285,0.0499192156985863,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00872,873,16.238130854854056,positive,-16.91478078985392,negative,0.056922770242319495,0.0590986334793916,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00873,874,16.526266541273976,positive,-17.202916476273913,negative,0.0560045428236628,0.0579413878612287,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00874,875,16.496697928713708,positive,-17.173347863713843,negative,0.05609740594029275,0.0577138689826572,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00875,876,17.502560013344283,positive,-18.17920994834457,negative,0.05310205915871218,0.0539817996673655,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00876,877,16.228012237940277,positive,-16.904662172940334,negative,0.056955563495578156,0.0589348047105401,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00877,878,18.0119446949703,positive,-18.6885946299708,negative,0.05170393052984617,0.0533332629001659,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00878,879,16.24243880978879,positive,-16.91908874478895,negative,0.05690882011843017,0.058586881232034,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00879,880,15.705999586761717,positive,-16.382649521761778,negative,0.05870014955382287,0.0611464846554823,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00880,881,18.00372896123365,positive,-18.680378896234288,negative,0.05172589637176921,0.0523875652398403,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00881,882,18.002306765445063,positive,-18.67895670044527,negative,0.051729700693388544,0.0529924606807178,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00882,883,18.012022044755017,positive,-18.688671979754872,negative,0.05170372381366824,0.0538739677253463,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00883,884,18.00519680514516,positive,-18.68184674014537,negative,0.05172197052965037,0.0527759043101292,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00884,885,15.705775032327988,positive,-16.382424967328006,negative,0.05870092301149537,0.0605791328840376,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00885,886,9.988389617470986,positive,-10.665039552470986,negative,0.08832718113897783,0.0905353629639327,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00886,887,14.77747668854144,positive,-15.45412662354147,negative,0.06208252498385044,0.0652555822922497,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00887,888,17.51430057774468,positive,-18.19095051274417,negative,0.05306898385974762,0.0543812614326261,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00888,889,16.337982148114918,positive,-17.01463208311452,negative,0.05660117665764191,0.0580902158457348,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00889,890,14.775999771256355,positive,-15.452649706256352,negative,0.06208821540666229,0.064466073133591,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00890,891,16.237907009742973,positive,-16.914556944743254,negative,0.05692349528982501,0.0578939114446271,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00891,892,16.24225504881919,positive,-16.918904983819175,negative,0.05690941503808738,0.0591546579044083,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00892,893,18.00658830555633,positive,-18.68323824055642,negative,0.05171824942311502,0.0534604288438405,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00893,894,16.337282955557516,positive,-17.0139328905575,negative,0.05660341593563863,0.0585939985010802,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00894,895,19.220433053490883,positive,-19.89708298848928,negative,0.04866407876555174,0.0492165780619318,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00895,896,15.705996253813709,positive,-16.38264618881385,negative,0.05870016103371567,0.060904601565583,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00896,897,14.05024833002549,positive,-14.726898265025511,negative,0.0650165551354885,0.0654695768526705,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00897,898,17.99736041504677,positive,-18.67401035004696,negative,0.051742936356869836,0.0534994171955925,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00898,899,16.5257643692459,positive,-17.20241430424585,negative,0.05600611737843852,0.0577574596493002,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00899,900,12.995946170816742,positive,-13.672596105816751,negative,0.06979855917853105,0.0724750996658737,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00900,901,17.535969801117066,positive,-18.21261973611672,negative,0.053008045770433096,0.0552387382691653,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00901,902,18.0065893185687,positive,-18.6832392535689,negative,0.05171824671434458,0.0527959244485922,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00902,903,19.21980484921865,positive,-19.896454784218804,negative,0.04866556612678398,0.0491846653022056,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00903,904,17.50256065831231,positive,-18.179210593312742,negative,0.05310205734058872,0.0540662185454775,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00904,905,18.00374215685921,positive,-18.680392091859176,negative,0.051725861076571664,0.0532813829057262,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00905,906,19.22026370139813,positive,-19.896913636397585,negative,0.04866447972130419,0.0496511704472867,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00906,907,17.503144773243942,positive,-18.17979470824412,negative,0.05310041080879378,0.0547479999666079,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00907,908,17.511684674249903,positive,-18.18833460924997,negative,0.05307634976749832,0.0546177716113432,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00908,909,14.776094940448528,positive,-15.452744875448616,negative,0.0620878486973244,0.0625995472242675,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00909,910,16.326665383202304,positive,-17.003315318202112,negative,0.056637442218890825,0.0589292298645833,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00910,911,18.005330454866257,positive,-18.681980389866112,negative,0.051721613104540584,0.0536850831213623,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00911,912,18.04934306060183,positive,-18.7259929956017,negative,0.051604176313033705,0.0524473870154861,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00912,913,17.51230228362608,positive,-18.188952218626586,negative,0.05307461050766975,0.054632572985037,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00913,914,19.220431925872564,positive,-19.89708186087228,negative,0.048664081435267174,0.0493688680772857,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00914,915,18.00369520107414,positive,-18.68034513607472,negative,0.05172598667247692,0.0536214877934271,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00915,916,19.220427154148123,positive,-19.897077089148297,negative,0.048664092732650065,0.0502642768158267,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00916,917,12.333672375833435,positive,-13.01032231083343,negative,0.07317934131509553,0.0774150599023891,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00917,918,16.495375780697184,positive,-17.172025715697146,negative,0.05610156546619704,0.0584684694230504,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00918,919,17.502709653205585,positive,-18.179359588205443,negative,0.05310163733678233,0.0545307991961619,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00919,920,16.33954364089398,positive,-17.016193575893794,negative,0.056596176362181824,0.0581434284620721,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00920,921,17.502633592298928,positive,-18.17928352729905,negative,0.05310185174511508,0.0549539576212059,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00921,922,16.24328790825076,positive,-16.919937843250864,negative,0.05690607135355773,0.0588642345773177,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00922,923,14.006898605381958,positive,-14.683548540381937,negative,0.06520022985669274,0.0684103219780649,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00923,924,17.51311206563655,positive,-18.18976200063662,negative,0.05307233023999476,0.0551290948259741,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00924,925,17.513926075241702,positive,-18.190576010241784,negative,0.05307003346045481,0.0550956797823624,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00925,926,17.525084172748645,positive,-18.20173410774896,negative,0.05303864078647815,0.0553538355119092,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00926,927,16.495334156312897,positive,-17.17198409131288,negative,0.05610169642804081,0.0580108520218464,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00927,928,16.32675538445175,positive,-17.00340531945176,negative,0.05663715361877423,0.0578008375393387,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00928,929,17.513892787844487,positive,-18.19054272284393,negative,0.05307013198735424,0.0550907910074587,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00929,930,19.219322725926347,positive,-19.89597266092641,negative,0.04866670768256704,0.0499265506780113,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00930,931,16.526267959896458,positive,-17.202917894896473,negative,0.05600453837571349,0.0572384388419331,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00931,932,17.50512026070956,positive,-18.18177019570976,negative,0.05309484296421064,0.0547312475022079,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00932,933,17.502562316799608,positive,-18.17921225179998,negative,0.05310205266541876,0.0549057081271222,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00933,934,14.778199579698969,positive,-15.454849514698935,negative,0.062079740132514584,0.0639860467502799,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00934,935,17.99717494947184,positive,-18.6738248844722,negative,0.05174343276557034,0.0526763305513066,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00935,936,16.495581001421293,positive,-17.17223093642133,negative,0.056100919793884305,0.0585131648548839,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00936,937,19.22023984845652,positive,-19.89688978345657,negative,0.04866453619574192,0.0500423855703042,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00937,938,16.496699742611202,positive,-17.17334967761144,negative,0.0560974002341289,0.0571426503152974,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00938,939,13.999997438838074,positive,-14.676647373838025,negative,0.06522956615885349,0.0682460248436658,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00939,940,14.002600953003942,positive,-14.679250888003937,negative,0.0652184957312538,0.0659166392050288,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00940,941,17.99897411759836,positive,-18.675624052598323,negative,0.05173861759602029,0.0537060290310206,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00941,942,17.99750410305984,positive,-18.674154038059896,negative,0.051742551774632425,0.0532726980772996,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00942,943,14.006751555717493,positive,-14.683401490717529,negative,0.06520085467794882,0.0663088578637002,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00943,944,17.51134232666114,positive,-18.18799226166084,negative,0.05307731390721209,0.0553662236802841,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00944,945,18.011909815855688,positive,-18.688559750856257,negative,0.051704023744314084,0.0532484287553092,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00945,946,17.512281990523043,positive,-18.18893192552241,negative,0.05307466765359405,0.053857183474842,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00946,947,16.32453703583054,positive,-17.00118697083053,negative,0.05664426788444039,0.0578975849812232,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00947,948,16.32671375913419,positive,-17.003363694133895,negative,0.056637287095127296,0.0578979058425053,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00948,949,18.00240982647052,positive,-18.679059761470853,negative,0.051729424990121606,0.0530418844504978,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00949,950,19.22026871864579,positive,-19.89691865364512,negative,0.048664467842440495,0.050292038029149,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00950,951,18.00501107037019,positive,-18.681661005370188,negative,0.05172246725622422,0.0528374174512601,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00951,952,16.250607179077214,positive,-16.927257114077292,negative,0.0568823878652467,0.0595614854614243,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00952,953,16.495514768361712,positive,-17.172164703361886,negative,0.0561011281769306,0.058083894710532,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00953,954,17.99750588919997,positive,-18.67415582419926,negative,0.05174254699404637,0.0531012747989439,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00954,955,19.21936712827992,positive,-19.896017063279945,negative,0.04866660254588615,0.0492397505590195,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00955,956,17.51331956795176,positive,-18.189969502952408,negative,0.05307174596510964,0.0555431705366381,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00956,957,15.70597803350158,positive,-16.38262796850131,negative,0.058700223791215506,0.0603358846572112,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00957,958,18.048878113473307,positive,-18.72552804847328,negative,0.051605414123567166,0.0523554099310386,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00958,959,17.50301654662663,positive,-18.179666481626555,negative,0.05310077225152136,0.0549312559663093,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00959,960,12.99596954792371,positive,-13.672619482923665,negative,0.06979844535291631,0.0705694820952203,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00960,961,19.22042659860284,positive,-19.89707653360165,negative,0.048664094047938256,0.0501190700615863,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00961,962,17.51392576551186,positive,-18.19057570051245,negative,0.053070039137282206,0.05489917504497,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00962,963,18.00661745986466,positive,-18.683267394864743,negative,0.0517181714653075,0.0531647891908394,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00963,964,12.99632013896536,positive,-13.672970073965304,negative,0.06979673833243831,0.0725736917080832,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00964,965,15.36280349261503,positive,-16.03945342761517,negative,0.05990652597452841,0.0615028587662349,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00965,966,18.00509864649653,positive,-18.68174858149632,negative,0.051722233042625416,0.0535599774174267,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00966,967,15.362819934078022,positive,-16.039469869078175,negative,0.05990646699357838,0.0621562171320395,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00967,968,14.769360956777874,positive,-15.44601089177786,negative,0.06211380701451712,0.0640608430714085,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00968,969,16.24460416313858,positive,-16.921254098138434,negative,0.05690181079968669,0.0582469097724379,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00969,970,16.326405964674663,positive,-17.003055899674564,negative,0.05663827409287674,0.0580317043722804,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00970,971,16.495651719160218,positive,-17.172301654160037,negative,0.05610069730280756,0.0576970160239945,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00971,972,12.986124682773283,positive,-13.662774617773266,negative,0.0698464138919876,0.0726904701419275,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00972,973,18.0055260818346,positive,-18.68217601683409,negative,0.051721089939958456,0.0533847122027223,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00973,974,16.22877230496028,positive,-16.905422239960444,negative,0.056953098895366046,0.0580150846827492,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00974,975,15.685842237041545,positive,-16.362492172041584,negative,0.0587696610117686,0.0601273708835792,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00975,976,19.220458112082497,positive,-19.89710804708193,negative,0.048664019437728884,0.0493076414475111,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00976,977,14.776812078400951,positive,-15.453462013401122,negative,0.06208508553492807,0.0629207767537194,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00977,978,19.22052789784348,positive,-19.897177832843223,negative,0.04866385421621974,0.0506320408823422,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00978,979,13.232160218459114,positive,-13.908810153459058,negative,0.06866704065132334,0.0706981135254867,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00979,980,16.229924646232913,positive,-16.906574581233144,negative,0.056949362709754835,0.0593702946236736,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00980,981,18.0055242430992,positive,-18.68217417809956,negative,0.05172109485723585,0.0531997381477983,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00981,982,16.32674045447974,positive,-17.00339038947959,negative,0.05663720149336869,0.0589451733440807,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00982,983,17.511975664289874,positive,-18.18862559928948,negative,0.05307553029150631,0.05444012530015,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00983,984,17.50534260382036,positive,-18.18199253881994,negative,0.05309421637075378,0.0545411270878509,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00984,985,15.682945204531208,positive,-16.359595139531393,negative,0.05877966478858951,0.059811529361056,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00985,986,17.50530092514403,positive,-18.181950860143843,negative,0.053094333825868555,0.0544065484650341,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00986,987,19.220230065013933,positive,-19.89688000001479,negative,0.04866455935914727,0.0497842615972893,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00987,988,17.535966432721164,positive,-18.21261636772124,negative,0.05300805523214966,0.0547956749890023,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00988,989,18.04924971725392,positive,-18.72589965225416,negative,0.05160442481261206,0.0534997227519696,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00989,990,17.51168421774274,positive,-18.188334152742755,negative,0.05307635105311757,0.0546979058091081,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00990,991,16.49564990336072,positive,-17.172299838360686,negative,0.056100703015626766,0.0575033334265888,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00991,992,17.513891275582832,positive,-18.19054121058344,negative,0.05307013624520474,0.0545327978215142,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00992,993,18.00531811614502,positive,-18.681968051144395,negative,0.051721646102297056,0.0530179853254557,False,True,True,False,False,sign_inconsistent_positive_harmless
