statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,raw_or_oriented,upper_or_lower,v5_compatible,needs_repair
S0153,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,414,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0154,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,414,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0155,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,424,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0156,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,424,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0157,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,454,B3 lower-crossing accumulation statement,\texttt{accumulation\_proxy\_max}=0.,raw_or_unspecified,both_or_unspecified,True,False
S0158,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,479,finite-zone sign handling,"\forall 2\le x<P_0,",raw_or_unspecified,both_or_unspecified,True,False
S0159,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,20,definition of E_theta,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0160,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,20,negative first crossing sign rule,E_\theta(J)<0,raw_or_unspecified,both_or_unspecified,True,False
S0161,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,44,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0162,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,44,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0163,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,52,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0164,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,52,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0165,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,178,B3 lower-crossing accumulation statement,\mathsf{B3NoAccumulation},raw_or_unspecified,both_or_unspecified,True,False
S0166,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,208,B3 lower-crossing accumulation statement,10. B3 NoAccumulation.,raw_or_unspecified,both_or_unspecified,True,False
S0167,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,247,definition of E_theta,E_\theta(J)=\mathcal H(x_c)-\mathcal H(y).,raw_or_unspecified,both_or_unspecified,True,False
S0168,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,291,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0169,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,291,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0170,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,414,B3 lower-crossing accumulation statement,| B3 NoAccumulation | closed empirically |,raw_or_unspecified,both_or_unspecified,True,False
S0171,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,431,B3 lower-crossing accumulation statement,7. B3 NoAccumulation holds analytically.,raw_or_unspecified,both_or_unspecified,True,False
S0172,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,20,finite-zone sign handling,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},raw_or_unspecified,both_or_unspecified,True,False
S0173,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,33,finite-zone sign handling,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},raw_or_unspecified,both_or_unspecified,True,False
S0174,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,91,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0175,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,91,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0176,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,99,definition of E_theta,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0177,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,99,negative first crossing sign rule,E_\theta(J)<0.,raw_or_unspecified,both_or_unspecified,True,False
S0178,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,139,finite-zone sign handling,1. finite zone:,raw_or_unspecified,both_or_unspecified,True,False
S0179,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,141,finite-zone sign handling,2\le x<P_0;,raw_or_unspecified,both_or_unspecified,True,False
S0180,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,150,finite-zone sign handling,## 4. Finite Zone Closure,raw_or_unspecified,both_or_unspecified,True,False
S0181,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,159,finite-zone sign handling,"(2\le x<P_0),",raw_or_unspecified,both_or_unspecified,True,False
S0182,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,176,finite-zone sign handling,The finite certificate also found no positive theta excess in the finite zone:,raw_or_unspecified,upper,True,False
S0183,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,179,finite-zone sign handling,"\max_{2\le x<P_0,\,\theta(x)-x>0}",raw_or_unspecified,both_or_unspecified,True,False
S0184,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,184,finite-zone sign handling,Therefore the finite zone is closed provided:,raw_or_unspecified,both_or_unspecified,True,False
S0185,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,219,definition of E_theta,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0186,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,219,positive first crossing sign rule,E_\theta(J)>0,raw_or_unspecified,both_or_unspecified,True,False
S0187,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,227,definition of E_theta,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0188,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,227,negative first crossing sign rule,"E_\theta(J)<0,",raw_or_unspecified,both_or_unspecified,True,False
S0189,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,247,B3 lower-crossing accumulation statement,\text{no surviving B3 tail accumulation}.,raw_or_unspecified,both_or_unspecified,True,False
S0190,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,273,finite-zone sign handling,"\quad(2\le x<P_0),",raw_or_unspecified,both_or_unspecified,True,False
S0191,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,347,finite-zone sign handling,The finite zone is validated computationally.,raw_or_unspecified,both_or_unspecified,True,False
S0192,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,358,B3 lower-crossing accumulation statement,6. B3 no-accumulation theorem;,raw_or_unspecified,both_or_unspecified,True,False
S0193,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,32,local direct threshold sign statement,2. **EndpointMotion direct threshold sign**,raw_or_unspecified,both_or_unspecified,True,False
S0194,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,46,O2 lower-crossing safety statement,\text{O2-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0195,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,49,B3 lower-crossing accumulation statement,5. **B3 no-accumulation**,raw_or_unspecified,both_or_unspecified,True,False
S0196,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,51,B3 lower-crossing accumulation statement,\text{accumulation-risk},raw_or_unspecified,both_or_unspecified,True,False
S0197,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,53,B3 lower-crossing accumulation statement,\text{B3-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0198,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,166,O2 lower-crossing safety statement,### Class N — Negative subthreshold rows,raw_or_unspecified,lower,True,False
S0199,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,180,O2 lower-crossing safety statement,\text{O2-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0200,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,184,O2 lower-crossing safety statement,Thus negative subthreshold rows are repaid / non-surviving / finite-certified / numerically neutralized.,raw_or_unspecified,lower,True,False
S0201,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,188,B3 lower-crossing accumulation statement,### Class A — Accumulation-risk rows,raw_or_unspecified,both_or_unspecified,True,False
S0202,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,194,B3 lower-crossing accumulation statement,\text{accumulation-risk},raw_or_unspecified,both_or_unspecified,True,False
S0203,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,196,B3 lower-crossing accumulation statement,\text{B3-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0204,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,200,B3 lower-crossing accumulation statement,Thus there are no surviving unrepaid accumulation paths in the audited row-level B3 table.,raw_or_unspecified,both_or_unspecified,True,False
S0205,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,504,O2 lower-crossing safety statement,"\text{negative subthreshold rows}=145,",raw_or_unspecified,lower,True,False
S0206,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,508,O2 lower-crossing safety statement,"\text{post-}P_0\text{ negative subthreshold rows}=21,",raw_or_unspecified,lower,True,False
S0207,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,512,O2 lower-crossing safety statement,\text{surviving unrepaid negative subthreshold rows}=0.,raw_or_unspecified,lower,True,False
S0208,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,539,O2 lower-crossing safety statement,\text{O2-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0209,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,545,B3 lower-crossing accumulation statement,## 10. B3 NoAccumulation Closure,raw_or_unspecified,both_or_unspecified,True,False
S0210,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,547,B3 lower-crossing accumulation statement,B3 closes hidden tail accumulation.,raw_or_unspecified,both_or_unspecified,True,False
S0211,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,556,B3 lower-crossing accumulation statement,"\text{accumulation-risk rows}=142,",raw_or_unspecified,both_or_unspecified,True,False
S0212,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,560,B3 lower-crossing accumulation statement,"\text{surviving unrepaid accumulation rows}=0,",raw_or_unspecified,both_or_unspecified,True,False
S0213,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,575,B3 lower-crossing accumulation statement,\text{accumulation-risk},raw_or_unspecified,both_or_unspecified,True,False
S0214,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,577,B3 lower-crossing accumulation statement,\text{B3-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0215,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,647,finite-zone sign handling,## 12. Finite Certificates,raw_or_unspecified,both_or_unspecified,True,False
S0216,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,649,finite-zone sign handling,Finite certificates remain part of the proof/certificate stack.,raw_or_unspecified,both_or_unspecified,True,False
S0217,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,655,O2 lower-crossing safety statement,3. finite negative subthreshold rows;,raw_or_unspecified,lower,True,False
S0218,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,680,O2 lower-crossing safety statement,- finite-zone negative subthreshold rows:,raw_or_unspecified,lower,True,False
S0219,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,686,finite-zone sign handling,A separate finite certificate index should collect these.,raw_or_unspecified,both_or_unspecified,True,False
S0220,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,729,local direct threshold sign statement,6. Direct threshold sign:,raw_or_unspecified,both_or_unspecified,True,False
S0221,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,736,O2 lower-crossing safety statement,7. Negative subthreshold O2:,raw_or_unspecified,lower,True,False
S0222,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,740,O2 lower-crossing safety statement,\text{O2-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0223,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,745,B3 lower-crossing accumulation statement,\text{accumulation-risk},raw_or_unspecified,both_or_unspecified,True,False
S0224,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,747,B3 lower-crossing accumulation statement,\text{B3-safe}.,raw_or_unspecified,both_or_unspecified,True,False
S0225,Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_Final_Conditional_RH_Assembly_Update_v5.md,755,O2 lower-crossing safety statement,"10. Therefore the local row-level obstruction system has no positive threshold, no surviving unrepaid negative subthreshold obstruction, no B3 tail accumulation, and no neutral leftover.",raw_or_unspecified,upper,True,False
