block_id,p_star_proj,depth_bin,y,h,D_y,D_y_plus_h,observed_delta,denom_sqrt_h_logB,Q_max,is_tail,mu_bin,scale_bin,hi,p_star_fcl,theta_local_sign,near_forbidden_R2Q,forbidden_R2Q,finite_certificate_flag,covered_flag,B3_block_pass,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,Q_R2Q,E_theta_local,x,post_P0,source_coordinate,side,p_star,right_endpoint,E_theta,E_theta_sign,post_P0_flag,finite_zone_flag,near_forbidden_flag,forbidden_flag,D_start,D_end,DeltaD,DeltaD_sign,Q_delta_D,bridge_excursion_raw,bridge_excursion_signed,bridge_excursion_argmax,bridge_path_n_samples,Q_exc,candidate_id,right_endpoint_hexc,C_minus_flag,O2_applicable_flag,B3_applicable_flag,coordinate_available_flag,endpoint_exclusion_flag,endpoint_exclusion_Q,endpoint_exclusion_harmful_flag,Q_formula_sum,formula_residual,abs_formula_residual,formula_residual_frac,primitive_available_flag,instrumentation_gap_flag,threshold_relevant_flag,pos_harm_antecedent,pos_harm_consequent,pos_harm_prim_violation,pos_harm_instrumentation_gap,neg_transfer_antecedent,neg_transfer_consequent,neg_transfer_prim_violation,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,formula_residual_cap_violation,threshold_relevant_missing_primitives,positive_missing_primitive_rows_flag,row_status
868,359167,0.50-0.55,359166,1,-298.0788510306743,-310.54704370604003,-12.468192675365742,163.6235656786036,0.0770398696559618,False,0.25-0.50,p<100M,359167,359167,positive,False,False,True,True,True,True,False,False,0.0770398696559618,11.791542740365744,359167,False,theta_local,positive,359167,359167,11.791542740365744,positive,False,True,False,False,-298.0788510306743,-310.54704370604003,-12.468192675365742,negative,0.0762004704130229,0.0,0.0,359166,2,0.0,hexc_00867,359167,False,True,True,True,False,0.0,False,0.0762004704130229,0.0008393992429388958,0.0008393992429388958,0.010895647236780315,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
869,33388841,0.50-0.55,33388840,1,-2889.1690989217004,-2906.1694811570264,-17.000382235326015,300.1117008133612,0.0589455636856937,False,>=1.00,p<100M,33388841,33388841,positive,False,False,True,True,True,True,False,False,0.0589455636856937,16.323732300326082,33388841,False,theta_local,positive,33388841,33388841,16.323732300326082,positive,False,True,False,False,-2889.1690989217004,-2906.1694811570264,-17.000382235326015,negative,0.05664684912068295,0.0,0.0,33388840,2,0.0,hexc_00868,33388841,False,True,True,True,False,0.0,False,0.05664684912068295,0.0022987145650107538,0.0022987145650107538,0.038997244597877345,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
870,604866473,0.50-0.55,604866472,1,-12473.649256722349,-12493.5464249432,-19.89716822085211,408.8693597484301,0.0491519986144946,True,0.25-0.50,p>=500M,604866473,604866473,positive,False,False,False,True,True,True,False,False,0.0491519986144946,19.220518285850886,604866473,True,theta_local,positive,604866473,604866473,19.220518285850886,positive,True,False,False,False,-12473.649256722349,-12493.5464249432,-19.89716822085211,negative,0.0486638769730617,0.0,0.0,604866472,2,0.0,hexc_00869,604866473,False,True,True,True,False,0.0,False,0.0486638769730617,0.00048812164143290093,0.00048812164143290093,0.009930860497887405,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
871,33921259,0.50-0.55,33921258,1,-2911.7033570276526,-2928.719559447597,-17.01620241994442,300.6600803781432,0.0589072212043223,False,>=1.00,p<100M,33921259,33921259,positive,False,False,True,True,True,True,False,False,0.0589072212043223,16.33955248494445,33921259,False,theta_local,positive,33921259,33921259,16.33955248494445,positive,False,True,False,False,-2911.7033570276526,-2928.719559447597,-17.01620241994442,negative,0.05659614804380738,0.0,0.0,33921258,2,0.0,hexc_00870,33921259,False,True,True,True,False,0.0,False,0.05659614804380738,0.0023110731605149176,0.0023110731605149176,0.03923242538463762,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
872,604685567,0.50-0.55,604685566,1,-12356.077867293789,-12375.974736385711,-19.8968690919246,408.85726275407103,0.0499192156985863,True,>=1.00,p>=500M,604685567,604685567,positive,False,False,False,True,True,True,False,False,0.0499192156985863,19.22021915692486,604685567,True,theta_local,positive,604685567,604685567,19.22021915692486,positive,True,False,False,False,-12356.077867293789,-12375.974736385711,-19.8968690919246,negative,0.048664585185301285,1.8189894035458565e-12,1.8189894035458565e-12,604685567,2,4.448959500665601e-15,hexc_00871,604685567,False,True,True,True,False,0.0,False,0.04866458518530573,0.0012546305132805705,0.0012546305132805705,0.025133217654220903,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
873,30649621,0.50-0.55,30649620,1,-2768.7510602729817,-2785.665841062836,-16.91478078985392,297.15315536907144,0.0590986334793916,False,>=1.00,p<100M,30649621,30649621,positive,False,False,True,True,True,True,False,False,0.0590986334793916,16.238130854854056,30649621,False,theta_local,positive,30649621,30649621,16.238130854854056,positive,False,True,False,False,-2768.7510602729817,-2785.665841062836,-16.91478078985392,negative,0.056922770242319495,4.547473508864641e-13,-4.547473508864641e-13,30649621,2,1.5303467005815801e-15,hexc_00872,30649621,False,True,True,True,False,0.0,False,0.05692277024232103,0.0021758632370705716,0.0021758632370705716,0.03681748813751034,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
874,40884703,0.50-0.55,40884702,1,-3200.472645009847,-3217.675561486121,-17.202916476273913,307.17001887577965,0.0579413878612287,False,>=1.00,p<100M,40884703,40884703,positive,False,False,True,True,True,True,False,False,0.0579413878612287,16.526266541273976,40884703,False,theta_local,positive,40884703,40884703,16.526266541273976,positive,False,True,False,False,-3200.472645009847,-3217.675561486121,-17.202916476273913,negative,0.0560045428236628,0.0,0.0,40884702,2,0.0,hexc_00873,40884703,False,True,True,True,False,0.0,False,0.0560045428236628,0.0019368450375659013,0.0019368450375659013,0.033427660417881276,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
875,39693497,0.50-0.55,39693496,1,-3155.048607366989,-3172.2219552307024,-17.173347863713843,306.13443840865455,0.0577138689826572,False,0.50-1.00,p<100M,39693497,39693497,positive,False,False,True,True,True,True,False,False,0.0577138689826572,16.496697928713708,39693497,False,theta_local,positive,39693497,39693497,16.496697928713708,positive,False,True,False,False,-3155.048607366989,-3172.2219552307024,-17.173347863713843,negative,0.05609740594029275,4.547473508864641e-13,4.547473508864641e-13,39693497,2,1.4854498345574184e-15,hexc_00874,39693497,False,True,True,True,False,0.0,False,0.056097405940294234,0.0016164630423629658,0.0016164630423629658,0.028008225247361372,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
876,108532477,0.50-0.55,108532476,1,-5249.311787904171,-5267.490997852516,-18.17920994834457,342.3447270474068,0.0539817996673655,False,0.50-1.00,100M<=p<500M,108532477,108532477,positive,False,False,True,True,True,True,False,False,0.0539817996673655,17.502560013344283,108532477,False,theta_local,positive,108532477,108532477,17.502560013344283,positive,False,True,False,False,-5249.311787904171,-5267.490997852516,-18.17920994834457,negative,0.05310205915871218,0.0,0.0,108532476,2,0.0,hexc_00875,108532477,False,True,True,True,False,0.0,False,0.05310205915871218,0.0008797405086533178,0.0008797405086533178,0.01629698368847013,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
877,30341053,0.50-0.55,30341052,1,-2756.008333678284,-2772.912995851224,-16.904662172940334,296.80440567062,0.0589348047105401,False,>=1.00,p<100M,30341053,30341053,positive,False,False,True,True,True,True,False,False,0.0589348047105401,16.228012237940277,30341053,False,theta_local,positive,30341053,30341053,16.228012237940277,positive,False,True,False,False,-2756.008333678284,-2772.912995851224,-16.904662172940334,negative,0.056955563495578156,4.547473508864641e-13,4.547473508864641e-13,30341053,2,1.532144881269458e-15,hexc_00876,30341053,False,True,True,True,False,0.0,False,0.05695556349557969,0.0019792412149604102,0.0019792412149604102,0.0335835712815459,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
878,180627001,0.50-0.55,180627000,1,-6745.090059701424,-6763.778654331395,-18.6885946299708,361.4540410846093,0.0533332629001659,False,>=1.00,100M<=p<500M,180627001,180627001,positive,False,False,True,True,True,True,False,False,0.0533332629001659,18.0119446949703,180627001,False,theta_local,positive,180627001,180627001,18.0119446949703,positive,False,True,False,False,-6745.090059701424,-6763.778654331395,-18.6885946299708,negative,0.05170393052984617,0.0,0.0,180627000,2,0.0,hexc_00877,180627001,False,True,True,True,False,0.0,False,0.05170393052984617,0.0016293323703197304,0.0016293323703197304,0.0305500222885231,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
879,30781943,0.50-0.55,30781942,1,-2777.6019670107285,-2794.5210557555174,-16.91908874478895,297.3016961093107,0.058586881232034,False,0.50-1.00,p<100M,30781943,30781943,positive,False,False,True,True,True,True,False,False,0.058586881232034,16.24243880978879,30781943,False,theta_local,positive,30781943,30781943,16.24243880978879,positive,False,True,False,False,-2777.6019670107285,-2794.5210557555174,-16.91908874478895,negative,0.05690882011843017,0.0,0.0,30781942,2,0.0,hexc_00878,30781943,False,True,True,True,False,0.0,False,0.05690882011843017,0.0016780611136038293,0.0016780611136038293,0.028642267318477826,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
880,18002111,0.50-0.55,18002110,1,-2118.8268675768136,-2135.209517098576,-16.382649521761778,279.09042219288267,0.0611464846554823,False,>=1.00,p<100M,18002111,18002111,positive,False,False,True,True,True,True,False,False,0.0611464846554823,15.705999586761717,18002111,False,theta_local,positive,18002111,18002111,15.705999586761717,positive,False,True,False,False,-2118.8268675768136,-2135.209517098576,-16.382649521761778,negative,0.05870014955382287,4.547473508864641e-13,-4.547473508864641e-13,18002111,2,1.629390744810952e-15,hexc_00879,18002111,False,True,True,True,False,0.0,False,0.0587001495538245,0.002446335101657801,0.002446335101657801,0.04000777993111443,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
881,179149097,0.50-0.55,179149096,1,-6767.5383478385,-6786.218726734734,-18.680378896234288,361.14171443203065,0.0523875652398403,False,0.25-0.50,100M<=p<500M,179149097,179149097,positive,False,False,True,True,True,True,False,False,0.0523875652398403,18.00372896123365,179149097,False,theta_local,positive,179149097,179149097,18.00372896123365,positive,False,True,False,False,-6767.5383478385,-6786.218726734734,-18.680378896234288,negative,0.05172589637176921,0.0,0.0,179149096,2,0.0,hexc_00880,179149097,False,True,True,True,False,0.0,False,0.05172589637176921,0.0006616688680710844,0.0006616688680710844,0.012630265694575378,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
882,178894493,0.50-0.55,178894492,1,-6716.821693256522,-6735.500649956967,-18.67895670044527,361.0876624080793,0.0529924606807178,False,0.50-1.00,100M<=p<500M,178894493,178894493,positive,False,False,True,True,True,True,False,False,0.0529924606807178,18.002306765445063,178894493,False,theta_local,positive,178894493,178894493,18.002306765445063,positive,False,True,False,False,-6716.821693256522,-6735.500649956967,-18.67895670044527,negative,0.051729700693388544,0.0,0.0,178894492,2,0.0,hexc_00881,178894493,False,True,True,True,False,0.0,False,0.051729700693388544,0.0012627599873292553,0.0012627599873292553,0.023829049851778854,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
883,180640973,0.50-0.55,180640972,1,-6726.384532559837,-6745.073204539592,-18.688671979754872,361.45698223025073,0.0538739677253463,False,>=1.00,100M<=p<500M,180640973,180640973,positive,False,False,True,True,True,True,False,False,0.0538739677253463,18.012022044755017,180640973,False,theta_local,positive,180640973,180640973,18.012022044755017,positive,False,True,False,False,-6726.384532559837,-6745.073204539592,-18.688671979754872,negative,0.05170372381366824,0.0,0.0,180640972,2,0.0,hexc_00882,180640973,False,True,True,True,False,0.0,False,0.05170372381366824,0.0021702439116780617,0.0021702439116780617,0.04028372149499244,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
884,179412253,0.50-0.55,179412252,1,-6740.83775553053,-6759.519602270675,-18.68184674014537,361.1975056022997,0.0527759043101292,False,0.50-1.00,100M<=p<500M,179412253,179412253,positive,False,False,True,True,True,True,False,False,0.0527759043101292,18.00519680514516,179412253,False,theta_local,positive,179412253,179412253,18.00519680514516,positive,False,True,False,False,-6740.83775553053,-6759.519602270675,-18.68184674014537,negative,0.05172197052965037,0.0,0.0,179412252,2,0.0,hexc_00883,179412253,False,True,True,True,False,0.0,False,0.05172197052965037,0.0010539337804788274,0.0010539337804788274,0.01996998051015011,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
885,17998069,0.50-0.55,17998068,1,-2121.808688956441,-2138.191113923769,-16.382424967328006,279.0829194307532,0.0605791328840376,False,>=1.00,p<100M,17998069,17998069,positive,False,False,True,True,True,True,False,False,0.0605791328840376,15.705775032327988,17998069,False,theta_local,positive,17998069,17998069,15.705775032327988,positive,False,True,False,False,-2121.808688956441,-2138.191113923769,-16.382424967328006,negative,0.05870092301149537,0.0,0.0,17998068,2,0.0,hexc_00884,17998069,False,True,True,True,False,0.0,False,0.05870092301149537,0.0018782098725422317,0.0018782098725422317,0.031004238309874088,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
886,59183,0.50-0.55,59182,1,-119.22306579445772,-129.8881053469287,-10.665039552470986,120.74470638534416,0.0905353629639327,False,0.50-1.00,p<100M,59183,59183,positive,False,False,True,True,True,True,False,False,0.0905353629639327,9.988389617470986,59183,False,theta_local,positive,59183,59183,9.988389617470986,positive,False,True,False,False,-119.22306579445772,-129.8881053469287,-10.665039552470986,negative,0.08832718113897783,0.0,0.0,59182,2,0.0,hexc_00885,59183,False,True,True,True,False,0.0,False,0.08832718113897783,0.002208181824954872,0.002208181824954872,0.024390268649329465,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
887,7113299,0.50-0.55,7113298,1,-1322.5439762670044,-1337.998102890546,-15.45412662354147,248.9287706574686,0.0652555822922497,False,>=1.00,p<100M,7113299,7113299,positive,False,False,True,True,True,True,False,False,0.0652555822922497,14.77747668854144,7113299,False,theta_local,positive,7113299,7113299,14.77747668854144,positive,False,True,False,False,-1322.5439762670044,-1337.998102890546,-15.45412662354147,negative,0.06208252498385044,2.2737367544323206e-13,-2.2737367544323206e-13,7113299,2,9.134085820722716e-16,hexc_00886,7113299,False,True,True,True,False,0.0,False,0.062082524983851355,0.0031730573083983485,0.0031730573083983485,0.04862507078992393,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
888,109814219,0.50-0.55,109814218,1,-5263.33836359877,-5281.529314111514,-18.19095051274417,342.77932588307675,0.0543812614326261,False,0.50-1.00,100M<=p<500M,109814219,109814219,positive,False,False,True,True,True,True,False,False,0.0543812614326261,17.51430057774468,109814219,False,theta_local,positive,109814219,109814219,17.51430057774468,positive,False,True,False,False,-5263.33836359877,-5281.529314111514,-18.19095051274417,negative,0.05306898385974762,0.0,0.0,109814218,2,0.0,hexc_00887,109814219,False,True,True,True,False,0.0,False,0.05306898385974762,0.0013122775728784813,0.0013122775728784813,0.024131061661824174,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
889,33868033,0.50-0.55,33868032,1,-2913.9147145568054,-2930.92934663992,-17.01463208311452,300.6056249683516,0.0580902158457348,False,0.50-1.00,p<100M,33868033,33868033,positive,False,False,True,True,True,True,False,False,0.0580902158457348,16.337982148114918,33868033,False,theta_local,positive,33868033,33868033,16.337982148114918,positive,False,True,False,False,-2913.9147145568054,-2930.92934663992,-17.01463208311452,negative,0.05660117665764191,0.0,0.0,33868032,2,0.0,hexc_00888,33868033,False,True,True,True,False,0.0,False,0.05660117665764191,0.001489039188092893,0.001489039188092893,0.025633218372732622,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
890,7102801,0.50-0.55,7102800,1,-1329.6256979006696,-1345.078347606926,-15.452649706256352,248.88216878268057,0.064466073133591,False,>=1.00,p<100M,7102801,7102801,positive,False,False,True,True,True,True,False,False,0.064466073133591,14.775999771256355,7102801,False,theta_local,positive,7102801,7102801,14.775999771256355,positive,False,True,False,False,-1329.6256979006696,-1345.078347606926,-15.452649706256352,negative,0.06208821540666229,0.0,0.0,7102800,2,0.0,hexc_00889,7102801,False,True,True,True,False,0.0,False,0.06208821540666229,0.0023778577269287088,0.0023778577269287088,0.036885412921012724,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
891,30642761,0.50-0.55,30642760,1,-2785.0617337389176,-2801.976290683661,-16.914556944743254,297.145438076546,0.0578939114446271,False,0.50-1.00,p<100M,30642761,30642761,positive,False,False,True,True,True,True,False,False,0.0578939114446271,16.237907009742973,30642761,False,theta_local,positive,30642761,30642761,16.237907009742973,positive,False,True,False,False,-2785.0617337389176,-2801.976290683661,-16.914556944743254,negative,0.05692349528982501,0.0,0.0,30642760,2,0.0,hexc_00890,30642761,False,True,True,True,False,0.0,False,0.05692349528982501,0.0009704161548020895,0.0009704161548020895,0.016761972556133965,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
892,30776287,0.50-0.55,30776286,1,-2773.356190481661,-2790.2750954654807,-16.918904983819175,297.2953591685308,0.0591546579044083,False,>=1.00,p<100M,30776287,30776287,positive,False,False,True,True,True,True,False,False,0.0591546579044083,16.24225504881919,30776287,False,theta_local,positive,30776287,30776287,16.24225504881919,positive,False,True,False,False,-2773.356190481661,-2790.2750954654807,-16.918904983819175,negative,0.05690941503808738,4.547473508864641e-13,-4.547473508864641e-13,30776287,2,1.5296146975125734e-15,hexc_00891,30776287,False,True,True,True,False,0.0,False,0.056909415038088905,0.0022452428663193927,0.0022452428663193927,0.03795547038658597,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
893,179662079,0.50-0.55,179662078,1,-6714.847579291666,-6733.530817532223,-18.68323824055642,361.2503990169108,0.0534604288438405,False,>=1.00,100M<=p<500M,179662079,179662079,positive,False,False,True,True,True,True,False,False,0.0534604288438405,18.00658830555633,179662079,False,theta_local,positive,179662079,179662079,18.00658830555633,positive,False,True,False,False,-6714.847579291666,-6733.530817532223,-18.68323824055642,negative,0.05171824942311502,9.094947017729282e-13,-9.094947017729282e-13,179662079,2,2.517629611615607e-15,hexc_00892,179662079,False,True,True,True,False,0.0,False,0.05171824942311754,0.00174217942072296,0.00174217942072296,0.03258820511544937,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
894,33844361,0.50-0.55,33844360,1,-2910.47319212536,-2927.487125015917,-17.0139328905575,300.58138028106515,0.0585939985010802,False,>=1.00,p<100M,33844361,33844361,positive,False,False,True,True,True,True,False,False,0.0585939985010802,16.337282955557516,33844361,False,theta_local,positive,33844361,33844361,16.337282955557516,positive,False,True,False,False,-2910.47319212536,-2927.487125015917,-17.0139328905575,negative,0.05660341593563863,4.547473508864641e-13,4.547473508864641e-13,33844361,2,1.5128926165061945e-15,hexc_00893,33844361,False,True,True,True,False,0.0,False,0.056603415935640146,0.0019905825654400536,0.0019905825654400536,0.03397246503672823,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
895,604814921,0.50-0.55,604814920,1,-12438.17873300433,-12458.07581599282,-19.89708298848928,408.8659128707066,0.0492165780619318,True,0.25-0.50,p>=500M,604814921,604814921,positive,False,False,False,True,True,True,False,False,0.0492165780619318,19.220433053490883,604814921,True,theta_local,positive,604814921,604814921,19.220433053490883,positive,True,False,False,False,-12438.17873300433,-12458.07581599282,-19.89708298848928,negative,0.04866407876555174,0.0,0.0,604814920,2,0.0,hexc_00894,604814921,False,True,True,True,False,0.0,False,0.04866407876555174,0.0005524992963800573,0.0005524992963800573,0.011225877908147506,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
896,18002051,0.50-0.55,18002050,1,-2120.3553462684213,-2136.737992457235,-16.38264618881385,279.09031083243764,0.060904601565583,False,>=1.00,p<100M,18002051,18002051,positive,False,False,True,True,True,True,False,False,0.060904601565583,15.705996253813709,18002051,False,theta_local,positive,18002051,18002051,15.705996253813709,positive,False,True,False,False,-2120.3553462684213,-2136.737992457235,-16.38264618881385,negative,0.05870016103371567,0.0,0.0,18002050,2,0.0,hexc_00895,18002051,False,True,True,True,False,0.0,False,0.05870016103371567,0.00220444053186733,0.00220444053186733,0.03619497501339952,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
897,3437477,0.50-0.55,3437476,1,-938.7104626738508,-953.4373609388764,-14.726898265025511,226.50997479543503,0.0654695768526705,False,0.10-0.25,p<100M,3437477,3437477,positive,False,False,True,True,True,True,False,False,0.0654695768526705,14.05024833002549,3437477,False,theta_local,positive,3437477,3437477,14.05024833002549,positive,False,True,False,False,-938.7104626738508,-953.4373609388764,-14.726898265025511,negative,0.0650165551354885,1.1368683772161603e-13,-1.1368683772161603e-13,3437477,2,5.019065399847779e-16,hexc_00896,3437477,False,True,True,True,False,0.0,False,0.065016555135489,0.0004530217171815065,0.0004530217171815065,0.0069195760681478695,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
898,178011803,0.50-0.55,178011802,1,-6683.491327337225,-6702.165337687272,-18.67401035004696,360.8997027391863,0.0534994171955925,False,>=1.00,100M<=p<500M,178011803,178011803,positive,False,False,True,True,True,True,False,False,0.0534994171955925,17.99736041504677,178011803,False,theta_local,positive,178011803,178011803,17.99736041504677,positive,False,True,False,False,-6683.491327337225,-6702.165337687272,-18.67401035004696,negative,0.051742936356869836,0.0,0.0,178011802,2,0.0,hexc_00897,178011803,False,True,True,True,False,0.0,False,0.051742936356869836,0.0017564808387226655,0.0017564808387226655,0.032831775200485205,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
899,40864177,0.50-0.55,40864176,1,-3199.7700245854257,-3216.972438889672,-17.20241430424585,307.1524167263291,0.0577574596493002,False,>=1.00,p<100M,40864177,40864177,positive,False,False,True,True,True,True,False,False,0.0577574596493002,16.5257643692459,40864177,False,theta_local,positive,40864177,40864177,16.5257643692459,positive,False,True,False,False,-3199.7700245854257,-3216.972438889672,-17.20241430424585,negative,0.05600611737843852,4.547473508864641e-13,-4.547473508864641e-13,40864177,2,1.4805266900818209e-15,hexc_00898,40864177,False,True,True,True,False,0.0,False,0.056006117378439996,0.0017513422708602053,0.0017513422708602053,0.030322356306774042,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
900,1197739,0.50-0.55,1197738,1,-543.2491268519649,-556.9217229577816,-13.672596105816751,195.88650921639984,0.0724750996658737,False,>=1.00,p<100M,1197739,1197739,positive,False,False,True,True,True,True,False,False,0.0724750996658737,12.995946170816742,1197739,False,theta_local,positive,1197739,1197739,12.995946170816742,positive,False,True,False,False,-543.2491268519649,-556.9217229577816,-13.672596105816751,negative,0.06979855917853105,0.0,0.0,1197738,2,0.0,hexc_00899,1197739,False,True,True,True,False,0.0,False,0.06979855917853105,0.0026765404873426574,0.0026765404873426574,0.03693048370657099,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
901,112219777,0.50-0.55,112219776,1,-5298.820807141327,-5317.033426877444,-18.21261973611672,343.5821764679237,0.0552387382691653,False,>=1.00,100M<=p<500M,112219777,112219777,positive,False,False,True,True,True,True,False,False,0.0552387382691653,17.535969801117066,112219777,False,theta_local,positive,112219777,112219777,17.535969801117066,positive,False,True,False,False,-5298.820807141327,-5317.033426877444,-18.21261973611672,negative,0.053008045770433096,0.0,0.0,112219776,2,0.0,hexc_00900,112219777,False,True,True,True,False,0.0,False,0.053008045770433096,0.0022306924987322008,0.0022306924987322008,0.040382756171268144,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
902,179662261,0.50-0.55,179662260,1,-6731.131682668028,-6749.814921921597,-18.6832392535689,361.2504375247298,0.0527959244485922,False,0.50-1.00,100M<=p<500M,179662261,179662261,positive,False,False,True,True,True,True,False,False,0.0527959244485922,18.0065893185687,179662261,False,theta_local,positive,179662261,179662261,18.0065893185687,positive,False,True,False,False,-6731.131682668028,-6749.814921921597,-18.6832392535689,negative,0.05171824671434458,0.0,0.0,179662260,2,0.0,hexc_00901,179662261,False,True,True,True,False,0.0,False,0.05171824671434458,0.0010776777342476201,0.0010776777342476201,0.02041213873046135,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
903,604435093,0.50-0.55,604435092,1,-12448.957440621649,-12468.853895405866,-19.896454784218804,408.8405081404864,0.0491846653022056,True,0.25-0.50,p>=500M,604435093,604435093,positive,False,False,False,True,True,True,False,False,0.0491846653022056,19.21980484921865,604435093,True,theta_local,positive,604435093,604435093,19.21980484921865,positive,True,False,False,False,-12448.957440621649,-12468.853895405866,-19.896454784218804,negative,0.04866556612678398,1.8189894035458565e-12,1.8189894035458565e-12,604435093,2,4.4491418226121875e-15,hexc_00902,604435093,False,True,True,True,False,0.0,False,0.04866556612678843,0.0005190991754171759,0.0005190991754171759,0.010554085754730097,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
904,108532547,0.50-0.55,108532546,1,-5234.001558566137,-5252.1807691594495,-18.179210593312742,342.3447509145264,0.0540662185454775,False,0.50-1.00,100M<=p<500M,108532547,108532547,positive,False,False,True,True,True,True,False,False,0.0540662185454775,17.50256065831231,108532547,False,theta_local,positive,108532547,108532547,17.50256065831231,positive,False,True,False,False,-5234.001558566137,-5252.1807691594495,-18.179210593312742,negative,0.05310205734058872,0.0,0.0,108532546,2,0.0,hexc_00903,108532547,False,True,True,True,False,0.0,False,0.05310205734058872,0.0009641612048887846,0.0009641612048887846,0.017832969103947702,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
905,179151461,0.50-0.55,179151460,1,-6726.311662537127,-6744.992054628986,-18.680392091859176,361.142215964388,0.0532813829057262,False,>=1.00,100M<=p<500M,179151461,179151461,positive,False,False,True,True,True,True,False,False,0.0532813829057262,18.00374215685921,179151461,False,theta_local,positive,179151461,179151461,18.00374215685921,positive,False,True,False,False,-6726.311662537127,-6744.992054628986,-18.680392091859176,negative,0.051725861076571664,0.0,0.0,179151460,2,0.0,hexc_00904,179151461,False,True,True,True,False,0.0,False,0.051725861076571664,0.001555521829154534,0.001555521829154534,0.029194471770877414,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,sign_inconsistent_positive_harmless
